Country,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Korea,2025-01-01 00:00:00,2025-01-01 00:00:00,81990.0
Korea,2025-01-01 01:00:00,2025-01-01 01:00:00,78610.0
Korea,2025-01-01 02:00:00,2025-01-01 02:00:00,78610.0
Korea,2025-01-01 03:00:00,2025-01-01 03:00:00,78610.0
Korea,2025-01-01 04:00:00,2025-01-01 04:00:00,78610.0
Korea,2025-01-01 05:00:00,2025-01-01 05:00:00,78610.0
Korea,2025-01-01 06:00:00,2025-01-01 06:00:00,79740.0
Korea,2025-01-01 07:00:00,2025-01-01 07:00:00,79740.0
Korea,2025-01-01 08:00:00,2025-01-01 08:00:00,77320.0
Korea,2025-01-01 09:00:00,2025-01-01 09:00:00,76000.0
Korea,2025-01-01 10:00:00,2025-01-01 10:00:00,71200.0
Korea,2025-01-01 11:00:00,2025-01-01 11:00:00,71200.0
Korea,2025-01-01 12:00:00,2025-01-01 12:00:00,0.0
Korea,2025-01-01 13:00:00,2025-01-01 13:00:00,6850.0
Korea,2025-01-01 14:00:00,2025-01-01 14:00:00,71200.0
Korea,2025-01-01 15:00:00,2025-01-01 15:00:00,71330.0
Korea,2025-01-01 16:00:00,2025-01-01 16:00:00,84920.0
Korea,2025-01-01 17:00:00,2025-01-01 17:00:00,96780.0
Korea,2025-01-01 18:00:00,2025-01-01 18:00:00,96780.0
Korea,2025-01-01 19:00:00,2025-01-01 19:00:00,97000.0
Korea,2025-01-01 20:00:00,2025-01-01 20:00:00,97020.0
Korea,2025-01-01 21:00:00,2025-01-01 21:00:00,97630.0
Korea,2025-01-01 22:00:00,2025-01-01 22:00:00,97630.0
Korea,2025-01-01 23:00:00,2025-01-01 23:00:00,97080.0
Korea,2025-01-02 00:00:00,2025-01-02 00:00:00,84810.0
Korea,2025-01-02 01:00:00,2025-01-02 01:00:00,80830.0
Korea,2025-01-02 02:00:00,2025-01-02 02:00:00,80830.0
Korea,2025-01-02 03:00:00,2025-01-02 03:00:00,80830.0
Korea,2025-01-02 04:00:00,2025-01-02 04:00:00,80830.0
Korea,2025-01-02 05:00:00,2025-01-02 05:00:00,80830.0
Korea,2025-01-02 06:00:00,2025-01-02 06:00:00,87520.0
Korea,2025-01-02 07:00:00,2025-01-02 07:00:00,97700.0
Korea,2025-01-02 08:00:00,2025-01-02 08:00:00,128320.0
Korea,2025-01-02 09:00:00,2025-01-02 09:00:00,151160.0
Korea,2025-01-02 10:00:00,2025-01-02 10:00:00,157970.0
Korea,2025-01-02 11:00:00,2025-01-02 11:00:00,134120.0
Korea,2025-01-02 12:00:00,2025-01-02 12:00:00,133990.0
Korea,2025-01-02 13:00:00,2025-01-02 13:00:00,133910.0
Korea,2025-01-02 14:00:00,2025-01-02 14:00:00,133780.0
Korea,2025-01-02 15:00:00,2025-01-02 15:00:00,138860.0
Korea,2025-01-02 16:00:00,2025-01-02 16:00:00,133910.0
Korea,2025-01-02 17:00:00,2025-01-02 17:00:00,133990.0
Korea,2025-01-02 18:00:00,2025-01-02 18:00:00,128320.0
Korea,2025-01-02 19:00:00,2025-01-02 19:00:00,115580.0
Korea,2025-01-02 20:00:00,2025-01-02 20:00:00,113770.0
Korea,2025-01-02 21:00:00,2025-01-02 21:00:00,103230.0
Korea,2025-01-02 22:00:00,2025-01-02 22:00:00,102260.0
Korea,2025-01-02 23:00:00,2025-01-02 23:00:00,96870.0
Korea,2025-01-03 00:00:00,2025-01-03 00:00:00,84690.0
Korea,2025-01-03 01:00:00,2025-01-03 01:00:00,81320.0
Korea,2025-01-03 02:00:00,2025-01-03 02:00:00,81060.0
Korea,2025-01-03 03:00:00,2025-01-03 03:00:00,81060.0
Korea,2025-01-03 04:00:00,2025-01-03 04:00:00,81060.0
Korea,2025-01-03 05:00:00,2025-01-03 05:00:00,81060.0
Korea,2025-01-03 06:00:00,2025-01-03 06:00:00,87470.0
Korea,2025-01-03 07:00:00,2025-01-03 07:00:00,115290.0
Korea,2025-01-03 08:00:00,2025-01-03 08:00:00,138490.0
Korea,2025-01-03 09:00:00,2025-01-03 09:00:00,166560.0
Korea,2025-01-03 10:00:00,2025-01-03 10:00:00,155470.0
Korea,2025-01-03 11:00:00,2025-01-03 11:00:00,146000.0
Korea,2025-01-03 12:00:00,2025-01-03 12:00:00,134160.0
Korea,2025-01-03 13:00:00,2025-01-03 13:00:00,134040.0
Korea,2025-01-03 14:00:00,2025-01-03 14:00:00,133950.0
Korea,2025-01-03 15:00:00,2025-01-03 15:00:00,133950.0
Korea,2025-01-03 16:00:00,2025-01-03 16:00:00,132190.0
Korea,2025-01-03 17:00:00,2025-01-03 17:00:00,128320.0
Korea,2025-01-03 18:00:00,2025-01-03 18:00:00,128320.0
Korea,2025-01-03 19:00:00,2025-01-03 19:00:00,128320.0
Korea,2025-01-03 20:00:00,2025-01-03 20:00:00,103380.0
Korea,2025-01-03 21:00:00,2025-01-03 21:00:00,102210.0
Korea,2025-01-03 22:00:00,2025-01-03 22:00:00,88960.0
Korea,2025-01-03 23:00:00,2025-01-03 23:00:00,88960.0
Korea,2025-01-04 00:00:00,2025-01-04 00:00:00,97770.0
Korea,2025-01-04 01:00:00,2025-01-04 01:00:00,81760.0
Korea,2025-01-04 02:00:00,2025-01-04 02:00:00,81120.0
Korea,2025-01-04 03:00:00,2025-01-04 03:00:00,81120.0
Korea,2025-01-04 04:00:00,2025-01-04 04:00:00,81120.0
Korea,2025-01-04 05:00:00,2025-01-04 05:00:00,81120.0
Korea,2025-01-04 06:00:00,2025-01-04 06:00:00,97370.0
Korea,2025-01-04 07:00:00,2025-01-04 07:00:00,98470.0
Korea,2025-01-04 08:00:00,2025-01-04 08:00:00,98780.0
Korea,2025-01-04 09:00:00,2025-01-04 09:00:00,119650.0
Korea,2025-01-04 10:00:00,2025-01-04 10:00:00,119650.0
Korea,2025-01-04 11:00:00,2025-01-04 11:00:00,98160.0
Korea,2025-01-04 12:00:00,2025-01-04 12:00:00,0.0
Korea,2025-01-04 13:00:00,2025-01-04 13:00:00,0.0
Korea,2025-01-04 14:00:00,2025-01-04 14:00:00,97980.0
Korea,2025-01-04 15:00:00,2025-01-04 15:00:00,97940.0
Korea,2025-01-04 16:00:00,2025-01-04 16:00:00,97940.0
Korea,2025-01-04 17:00:00,2025-01-04 17:00:00,98780.0
Korea,2025-01-04 18:00:00,2025-01-04 18:00:00,98680.0
Korea,2025-01-04 19:00:00,2025-01-04 19:00:00,98070.0
Korea,2025-01-04 20:00:00,2025-01-04 20:00:00,98780.0
Korea,2025-01-04 21:00:00,2025-01-04 21:00:00,98780.0
Korea,2025-01-04 22:00:00,2025-01-04 22:00:00,97370.0
Korea,2025-01-04 23:00:00,2025-01-04 23:00:00,97690.0
Korea,2025-01-05 00:00:00,2025-01-05 00:00:00,86970.0
Korea,2025-01-05 01:00:00,2025-01-05 01:00:00,78200.0
Korea,2025-01-05 02:00:00,2025-01-05 02:00:00,77070.0
Korea,2025-01-05 03:00:00,2025-01-05 03:00:00,77070.0
Korea,2025-01-05 04:00:00,2025-01-05 04:00:00,77070.0
Korea,2025-01-05 05:00:00,2025-01-05 05:00:00,77070.0
Korea,2025-01-05 06:00:00,2025-01-05 06:00:00,77510.0
Korea,2025-01-05 07:00:00,2025-01-05 07:00:00,77510.0
Korea,2025-01-05 08:00:00,2025-01-05 08:00:00,79210.0
Korea,2025-01-05 09:00:00,2025-01-05 09:00:00,80050.0
Korea,2025-01-05 10:00:00,2025-01-05 10:00:00,83220.0
Korea,2025-01-05 11:00:00,2025-01-05 11:00:00,83160.0
Korea,2025-01-05 12:00:00,2025-01-05 12:00:00,83160.0
Korea,2025-01-05 13:00:00,2025-01-05 13:00:00,83590.0
Korea,2025-01-05 14:00:00,2025-01-05 14:00:00,83590.0
Korea,2025-01-05 15:00:00,2025-01-05 15:00:00,88850.0
Korea,2025-01-05 16:00:00,2025-01-05 16:00:00,87710.0
Korea,2025-01-05 17:00:00,2025-01-05 17:00:00,88960.0
Korea,2025-01-05 18:00:00,2025-01-05 18:00:00,88960.0
Korea,2025-01-05 19:00:00,2025-01-05 19:00:00,88960.0
Korea,2025-01-05 20:00:00,2025-01-05 20:00:00,88960.0
Korea,2025-01-05 21:00:00,2025-01-05 21:00:00,88390.0
Korea,2025-01-05 22:00:00,2025-01-05 22:00:00,88390.0
Korea,2025-01-05 23:00:00,2025-01-05 23:00:00,88960.0
Korea,2025-01-06 00:00:00,2025-01-06 00:00:00,77420.0
Korea,2025-01-06 01:00:00,2025-01-06 01:00:00,76170.0
Korea,2025-01-06 02:00:00,2025-01-06 02:00:00,76170.0
Korea,2025-01-06 03:00:00,2025-01-06 03:00:00,75750.0
Korea,2025-01-06 04:00:00,2025-01-06 04:00:00,76170.0
Korea,2025-01-06 05:00:00,2025-01-06 05:00:00,76170.0
Korea,2025-01-06 06:00:00,2025-01-06 06:00:00,78810.0
Korea,2025-01-06 07:00:00,2025-01-06 07:00:00,97660.0
Korea,2025-01-06 08:00:00,2025-01-06 08:00:00,128090.0
Korea,2025-01-06 09:00:00,2025-01-06 09:00:00,136720.0
Korea,2025-01-06 10:00:00,2025-01-06 10:00:00,128400.0
Korea,2025-01-06 11:00:00,2025-01-06 11:00:00,128090.0
Korea,2025-01-06 12:00:00,2025-01-06 12:00:00,127470.0
Korea,2025-01-06 13:00:00,2025-01-06 13:00:00,127470.0
Korea,2025-01-06 14:00:00,2025-01-06 14:00:00,122700.0
Korea,2025-01-06 15:00:00,2025-01-06 15:00:00,126840.0
Korea,2025-01-06 16:00:00,2025-01-06 16:00:00,126840.0
Korea,2025-01-06 17:00:00,2025-01-06 17:00:00,126840.0
Korea,2025-01-06 18:00:00,2025-01-06 18:00:00,128320.0
Korea,2025-01-06 19:00:00,2025-01-06 19:00:00,124770.0
Korea,2025-01-06 20:00:00,2025-01-06 20:00:00,103320.0
Korea,2025-01-06 21:00:00,2025-01-06 21:00:00,102350.0
Korea,2025-01-06 22:00:00,2025-01-06 22:00:00,97520.0
Korea,2025-01-06 23:00:00,2025-01-06 23:00:00,100110.0
Korea,2025-01-07 00:00:00,2025-01-07 00:00:00,96870.0
Korea,2025-01-07 01:00:00,2025-01-07 01:00:00,82030.0
Korea,2025-01-07 02:00:00,2025-01-07 02:00:00,82030.0
Korea,2025-01-07 03:00:00,2025-01-07 03:00:00,82030.0
Korea,2025-01-07 04:00:00,2025-01-07 04:00:00,82030.0
Korea,2025-01-07 05:00:00,2025-01-07 05:00:00,82030.0
Korea,2025-01-07 06:00:00,2025-01-07 06:00:00,87460.0
Korea,2025-01-07 07:00:00,2025-01-07 07:00:00,114520.0
Korea,2025-01-07 08:00:00,2025-01-07 08:00:00,127470.0
Korea,2025-01-07 09:00:00,2025-01-07 09:00:00,156920.0
Korea,2025-01-07 10:00:00,2025-01-07 10:00:00,146260.0
Korea,2025-01-07 11:00:00,2025-01-07 11:00:00,146260.0
Korea,2025-01-07 12:00:00,2025-01-07 12:00:00,132670.0
Korea,2025-01-07 13:00:00,2025-01-07 13:00:00,132670.0
Korea,2025-01-07 14:00:00,2025-01-07 14:00:00,138580.0
Korea,2025-01-07 15:00:00,2025-01-07 15:00:00,136770.0
Korea,2025-01-07 16:00:00,2025-01-07 16:00:00,128390.0
Korea,2025-01-07 17:00:00,2025-01-07 17:00:00,124330.0
Korea,2025-01-07 18:00:00,2025-01-07 18:00:00,125580.0
Korea,2025-01-07 19:00:00,2025-01-07 19:00:00,125580.0
Korea,2025-01-07 20:00:00,2025-01-07 20:00:00,103320.0
Korea,2025-01-07 21:00:00,2025-01-07 21:00:00,102350.0
Korea,2025-01-07 22:00:00,2025-01-07 22:00:00,97740.0
Korea,2025-01-07 23:00:00,2025-01-07 23:00:00,97740.0
Korea,2025-01-08 00:00:00,2025-01-08 00:00:00,85040.0
Korea,2025-01-08 01:00:00,2025-01-08 01:00:00,81970.0
Korea,2025-01-08 02:00:00,2025-01-08 02:00:00,81970.0
Korea,2025-01-08 03:00:00,2025-01-08 03:00:00,81970.0
Korea,2025-01-08 04:00:00,2025-01-08 04:00:00,81970.0
Korea,2025-01-08 05:00:00,2025-01-08 05:00:00,81970.0
Korea,2025-01-08 06:00:00,2025-01-08 06:00:00,83370.0
Korea,2025-01-08 07:00:00,2025-01-08 07:00:00,112780.0
Korea,2025-01-08 08:00:00,2025-01-08 08:00:00,140440.0
Korea,2025-01-08 09:00:00,2025-01-08 09:00:00,161720.0
Korea,2025-01-08 10:00:00,2025-01-08 10:00:00,159390.0
Korea,2025-01-08 11:00:00,2025-01-08 11:00:00,133250.0
Korea,2025-01-08 12:00:00,2025-01-08 12:00:00,133250.0
Korea,2025-01-08 13:00:00,2025-01-08 13:00:00,133130.0
Korea,2025-01-08 14:00:00,2025-01-08 14:00:00,133250.0
Korea,2025-01-08 15:00:00,2025-01-08 15:00:00,160860.0
Korea,2025-01-08 16:00:00,2025-01-08 16:00:00,136760.0
Korea,2025-01-08 17:00:00,2025-01-08 17:00:00,133330.0
Korea,2025-01-08 18:00:00,2025-01-08 18:00:00,133420.0
Korea,2025-01-08 19:00:00,2025-01-08 19:00:00,134610.0
Korea,2025-01-08 20:00:00,2025-01-08 20:00:00,126520.0
Korea,2025-01-08 21:00:00,2025-01-08 21:00:00,116060.0
Korea,2025-01-08 22:00:00,2025-01-08 22:00:00,120820.0
Korea,2025-01-08 23:00:00,2025-01-08 23:00:00,121000.0
Korea,2025-01-09 00:00:00,2025-01-09 00:00:00,108070.0
Korea,2025-01-09 01:00:00,2025-01-09 01:00:00,109230.0
Korea,2025-01-09 02:00:00,2025-01-09 02:00:00,101970.0
Korea,2025-01-09 03:00:00,2025-01-09 03:00:00,101970.0
Korea,2025-01-09 04:00:00,2025-01-09 04:00:00,101970.0
Korea,2025-01-09 05:00:00,2025-01-09 05:00:00,106760.0
Korea,2025-01-09 06:00:00,2025-01-09 06:00:00,107550.0
Korea,2025-01-09 07:00:00,2025-01-09 07:00:00,118540.0
Korea,2025-01-09 08:00:00,2025-01-09 08:00:00,144000.0
Korea,2025-01-09 09:00:00,2025-01-09 09:00:00,161720.0
Korea,2025-01-09 10:00:00,2025-01-09 10:00:00,147950.0
Korea,2025-01-09 11:00:00,2025-01-09 11:00:00,147070.0
Korea,2025-01-09 12:00:00,2025-01-09 12:00:00,139150.0
Korea,2025-01-09 13:00:00,2025-01-09 13:00:00,143380.0
Korea,2025-01-09 14:00:00,2025-01-09 14:00:00,143630.0
Korea,2025-01-09 15:00:00,2025-01-09 15:00:00,148660.0
Korea,2025-01-09 16:00:00,2025-01-09 16:00:00,144050.0
Korea,2025-01-09 17:00:00,2025-01-09 17:00:00,146140.0
Korea,2025-01-09 18:00:00,2025-01-09 18:00:00,138360.0
Korea,2025-01-09 19:00:00,2025-01-09 19:00:00,138590.0
Korea,2025-01-09 20:00:00,2025-01-09 20:00:00,136600.0
Korea,2025-01-09 21:00:00,2025-01-09 21:00:00,136530.0
Korea,2025-01-09 22:00:00,2025-01-09 22:00:00,134240.0
Korea,2025-01-09 23:00:00,2025-01-09 23:00:00,134240.0
Korea,2025-01-10 00:00:00,2025-01-10 00:00:00,124440.0
Korea,2025-01-10 01:00:00,2025-01-10 01:00:00,112600.0
Korea,2025-01-10 02:00:00,2025-01-10 02:00:00,106200.0
Korea,2025-01-10 03:00:00,2025-01-10 03:00:00,101970.0
Korea,2025-01-10 04:00:00,2025-01-10 04:00:00,101970.0
Korea,2025-01-10 05:00:00,2025-01-10 05:00:00,112520.0
Korea,2025-01-10 06:00:00,2025-01-10 06:00:00,117050.0
Korea,2025-01-10 07:00:00,2025-01-10 07:00:00,138020.0
Korea,2025-01-10 08:00:00,2025-01-10 08:00:00,147830.0
Korea,2025-01-10 09:00:00,2025-01-10 09:00:00,163150.0
Korea,2025-01-10 10:00:00,2025-01-10 10:00:00,147200.0
Korea,2025-01-10 11:00:00,2025-01-10 11:00:00,147330.0
Korea,2025-01-10 12:00:00,2025-01-10 12:00:00,140190.0
Korea,2025-01-10 13:00:00,2025-01-10 13:00:00,140260.0
Korea,2025-01-10 14:00:00,2025-01-10 14:00:00,144000.0
Korea,2025-01-10 15:00:00,2025-01-10 15:00:00,140850.0
Korea,2025-01-10 16:00:00,2025-01-10 16:00:00,156370.0
Korea,2025-01-10 17:00:00,2025-01-10 17:00:00,139210.0
Korea,2025-01-10 18:00:00,2025-01-10 18:00:00,139210.0
Korea,2025-01-10 19:00:00,2025-01-10 19:00:00,139210.0
Korea,2025-01-10 20:00:00,2025-01-10 20:00:00,139210.0
Korea,2025-01-10 21:00:00,2025-01-10 21:00:00,132810.0
Korea,2025-01-10 22:00:00,2025-01-10 22:00:00,133060.0
Korea,2025-01-10 23:00:00,2025-01-10 23:00:00,138490.0
Korea,2025-01-11 00:00:00,2025-01-11 00:00:00,114960.0
Korea,2025-01-11 01:00:00,2025-01-11 01:00:00,106450.0
Korea,2025-01-11 02:00:00,2025-01-11 02:00:00,102740.0
Korea,2025-01-11 03:00:00,2025-01-11 03:00:00,102740.0
Korea,2025-01-11 04:00:00,2025-01-11 04:00:00,102740.0
Korea,2025-01-11 05:00:00,2025-01-11 05:00:00,106120.0
Korea,2025-01-11 06:00:00,2025-01-11 06:00:00,106520.0
Korea,2025-01-11 07:00:00,2025-01-11 07:00:00,117400.0
Korea,2025-01-11 08:00:00,2025-01-11 08:00:00,118750.0
Korea,2025-01-11 09:00:00,2025-01-11 09:00:00,136420.0
Korea,2025-01-11 10:00:00,2025-01-11 10:00:00,136410.0
Korea,2025-01-11 11:00:00,2025-01-11 11:00:00,138530.0
Korea,2025-01-11 12:00:00,2025-01-11 12:00:00,136380.0
Korea,2025-01-11 13:00:00,2025-01-11 13:00:00,136380.0
Korea,2025-01-11 14:00:00,2025-01-11 14:00:00,136370.0
Korea,2025-01-11 15:00:00,2025-01-11 15:00:00,134110.0
Korea,2025-01-11 16:00:00,2025-01-11 16:00:00,134110.0
Korea,2025-01-11 17:00:00,2025-01-11 17:00:00,131930.0
Korea,2025-01-11 18:00:00,2025-01-11 18:00:00,132870.0
Korea,2025-01-11 19:00:00,2025-01-11 19:00:00,132870.0
Korea,2025-01-11 20:00:00,2025-01-11 20:00:00,131180.0
Korea,2025-01-11 21:00:00,2025-01-11 21:00:00,116100.0
Korea,2025-01-11 22:00:00,2025-01-11 22:00:00,116560.0
Korea,2025-01-11 23:00:00,2025-01-11 23:00:00,115230.0
Korea,2025-01-12 00:00:00,2025-01-12 00:00:00,111150.0
Korea,2025-01-12 01:00:00,2025-01-12 01:00:00,111800.0
Korea,2025-01-12 02:00:00,2025-01-12 02:00:00,111820.0
Korea,2025-01-12 03:00:00,2025-01-12 03:00:00,97630.0
Korea,2025-01-12 04:00:00,2025-01-12 04:00:00,98550.0
Korea,2025-01-12 05:00:00,2025-01-12 05:00:00,102640.0
Korea,2025-01-12 06:00:00,2025-01-12 06:00:00,103000.0
Korea,2025-01-12 07:00:00,2025-01-12 07:00:00,103190.0
Korea,2025-01-12 08:00:00,2025-01-12 08:00:00,111740.0
Korea,2025-01-12 09:00:00,2025-01-12 09:00:00,117030.0
Korea,2025-01-12 10:00:00,2025-01-12 10:00:00,118120.0
Korea,2025-01-12 11:00:00,2025-01-12 11:00:00,118070.0
Korea,2025-01-12 12:00:00,2025-01-12 12:00:00,117910.0
Korea,2025-01-12 13:00:00,2025-01-12 13:00:00,117290.0
Korea,2025-01-12 14:00:00,2025-01-12 14:00:00,117360.0
Korea,2025-01-12 15:00:00,2025-01-12 15:00:00,116960.0
Korea,2025-01-12 16:00:00,2025-01-12 16:00:00,116740.0
Korea,2025-01-12 17:00:00,2025-01-12 17:00:00,118070.0
Korea,2025-01-12 18:00:00,2025-01-12 18:00:00,118120.0
Korea,2025-01-12 19:00:00,2025-01-12 19:00:00,118120.0
Korea,2025-01-12 20:00:00,2025-01-12 20:00:00,116060.0
Korea,2025-01-12 21:00:00,2025-01-12 21:00:00,108640.0
Korea,2025-01-12 22:00:00,2025-01-12 22:00:00,111740.0
Korea,2025-01-12 23:00:00,2025-01-12 23:00:00,107810.0
Korea,2025-01-13 00:00:00,2025-01-13 00:00:00,110940.0
Korea,2025-01-13 01:00:00,2025-01-13 01:00:00,102020.0
Korea,2025-01-13 02:00:00,2025-01-13 02:00:00,101760.0
Korea,2025-01-13 03:00:00,2025-01-13 03:00:00,97740.0
Korea,2025-01-13 04:00:00,2025-01-13 04:00:00,97740.0
Korea,2025-01-13 05:00:00,2025-01-13 05:00:00,97740.0
Korea,2025-01-13 06:00:00,2025-01-13 06:00:00,113340.0
Korea,2025-01-13 07:00:00,2025-01-13 07:00:00,114470.0
Korea,2025-01-13 08:00:00,2025-01-13 08:00:00,138590.0
Korea,2025-01-13 09:00:00,2025-01-13 09:00:00,165240.0
Korea,2025-01-13 10:00:00,2025-01-13 10:00:00,152630.0
Korea,2025-01-13 11:00:00,2025-01-13 11:00:00,156440.0
Korea,2025-01-13 12:00:00,2025-01-13 12:00:00,138260.0
Korea,2025-01-13 13:00:00,2025-01-13 13:00:00,138580.0
Korea,2025-01-13 14:00:00,2025-01-13 14:00:00,138580.0
Korea,2025-01-13 15:00:00,2025-01-13 15:00:00,138580.0
Korea,2025-01-13 16:00:00,2025-01-13 16:00:00,152650.0
Korea,2025-01-13 17:00:00,2025-01-13 17:00:00,138580.0
Korea,2025-01-13 18:00:00,2025-01-13 18:00:00,138570.0
Korea,2025-01-13 19:00:00,2025-01-13 19:00:00,138590.0
Korea,2025-01-13 20:00:00,2025-01-13 20:00:00,138570.0
Korea,2025-01-13 21:00:00,2025-01-13 21:00:00,136770.0
Korea,2025-01-13 22:00:00,2025-01-13 22:00:00,138490.0
Korea,2025-01-13 23:00:00,2025-01-13 23:00:00,114880.0
Korea,2025-01-14 00:00:00,2025-01-14 00:00:00,108130.0
Korea,2025-01-14 01:00:00,2025-01-14 01:00:00,104610.0
Korea,2025-01-14 02:00:00,2025-01-14 02:00:00,101750.0
Korea,2025-01-14 03:00:00,2025-01-14 03:00:00,101790.0
Korea,2025-01-14 04:00:00,2025-01-14 04:00:00,101700.0
Korea,2025-01-14 05:00:00,2025-01-14 05:00:00,101790.0
Korea,2025-01-14 06:00:00,2025-01-14 06:00:00,107340.0
Korea,2025-01-14 07:00:00,2025-01-14 07:00:00,136770.0
Korea,2025-01-14 08:00:00,2025-01-14 08:00:00,146510.0
Korea,2025-01-14 09:00:00,2025-01-14 09:00:00,154090.0
Korea,2025-01-14 10:00:00,2025-01-14 10:00:00,147330.0
Korea,2025-01-14 11:00:00,2025-01-14 11:00:00,146130.0
Korea,2025-01-14 12:00:00,2025-01-14 12:00:00,138800.0
Korea,2025-01-14 13:00:00,2025-01-14 13:00:00,139210.0
Korea,2025-01-14 14:00:00,2025-01-14 14:00:00,139210.0
Korea,2025-01-14 15:00:00,2025-01-14 15:00:00,139210.0
Korea,2025-01-14 16:00:00,2025-01-14 16:00:00,139220.0
Korea,2025-01-14 17:00:00,2025-01-14 17:00:00,139220.0
Korea,2025-01-14 18:00:00,2025-01-14 18:00:00,136790.0
Korea,2025-01-14 19:00:00,2025-01-14 19:00:00,136510.0
Korea,2025-01-14 20:00:00,2025-01-14 20:00:00,136770.0
Korea,2025-01-14 21:00:00,2025-01-14 21:00:00,136770.0
Korea,2025-01-14 22:00:00,2025-01-14 22:00:00,136770.0
Korea,2025-01-14 23:00:00,2025-01-14 23:00:00,114590.0
Korea,2025-01-15 00:00:00,2025-01-15 00:00:00,128590.0
Korea,2025-01-15 01:00:00,2025-01-15 01:00:00,106110.0
Korea,2025-01-15 02:00:00,2025-01-15 02:00:00,102000.0
Korea,2025-01-15 03:00:00,2025-01-15 03:00:00,101520.0
Korea,2025-01-15 04:00:00,2025-01-15 04:00:00,101580.0
Korea,2025-01-15 05:00:00,2025-01-15 05:00:00,101970.0
Korea,2025-01-15 06:00:00,2025-01-15 06:00:00,102140.0
Korea,2025-01-15 07:00:00,2025-01-15 07:00:00,131650.0
Korea,2025-01-15 08:00:00,2025-01-15 08:00:00,141810.0
Korea,2025-01-15 09:00:00,2025-01-15 09:00:00,148190.0
Korea,2025-01-15 10:00:00,2025-01-15 10:00:00,142180.0
Korea,2025-01-15 11:00:00,2025-01-15 11:00:00,142180.0
Korea,2025-01-15 12:00:00,2025-01-15 12:00:00,136980.0
Korea,2025-01-15 13:00:00,2025-01-15 13:00:00,137290.0
Korea,2025-01-15 14:00:00,2025-01-15 14:00:00,138860.0
Korea,2025-01-15 15:00:00,2025-01-15 15:00:00,138590.0
Korea,2025-01-15 16:00:00,2025-01-15 16:00:00,156350.0
Korea,2025-01-15 17:00:00,2025-01-15 17:00:00,138730.0
Korea,2025-01-15 18:00:00,2025-01-15 18:00:00,137180.0
Korea,2025-01-15 19:00:00,2025-01-15 19:00:00,137010.0
Korea,2025-01-15 20:00:00,2025-01-15 20:00:00,136240.0
Korea,2025-01-15 21:00:00,2025-01-15 21:00:00,121820.0
Korea,2025-01-15 22:00:00,2025-01-15 22:00:00,118140.0
Korea,2025-01-15 23:00:00,2025-01-15 23:00:00,121320.0
Korea,2025-01-16 00:00:00,2025-01-16 00:00:00,108070.0
Korea,2025-01-16 01:00:00,2025-01-16 01:00:00,106760.0
Korea,2025-01-16 02:00:00,2025-01-16 02:00:00,106340.0
Korea,2025-01-16 03:00:00,2025-01-16 03:00:00,101970.0
Korea,2025-01-16 04:00:00,2025-01-16 04:00:00,106760.0
Korea,2025-01-16 05:00:00,2025-01-16 05:00:00,102050.0
Korea,2025-01-16 06:00:00,2025-01-16 06:00:00,105250.0
Korea,2025-01-16 07:00:00,2025-01-16 07:00:00,136780.0
Korea,2025-01-16 08:00:00,2025-01-16 08:00:00,144480.0
Korea,2025-01-16 09:00:00,2025-01-16 09:00:00,157340.0
Korea,2025-01-16 10:00:00,2025-01-16 10:00:00,156670.0
Korea,2025-01-16 11:00:00,2025-01-16 11:00:00,148760.0
Korea,2025-01-16 12:00:00,2025-01-16 12:00:00,139150.0
Korea,2025-01-16 13:00:00,2025-01-16 13:00:00,139280.0
Korea,2025-01-16 14:00:00,2025-01-16 14:00:00,139280.0
Korea,2025-01-16 15:00:00,2025-01-16 15:00:00,139280.0
Korea,2025-01-16 16:00:00,2025-01-16 16:00:00,139290.0
Korea,2025-01-16 17:00:00,2025-01-16 17:00:00,138580.0
Korea,2025-01-16 18:00:00,2025-01-16 18:00:00,138380.0
Korea,2025-01-16 19:00:00,2025-01-16 19:00:00,138980.0
Korea,2025-01-16 20:00:00,2025-01-16 20:00:00,138570.0
Korea,2025-01-16 21:00:00,2025-01-16 21:00:00,136780.0
Korea,2025-01-16 22:00:00,2025-01-16 22:00:00,114490.0
Korea,2025-01-16 23:00:00,2025-01-16 23:00:00,114700.0
Korea,2025-01-17 00:00:00,2025-01-17 00:00:00,108260.0
Korea,2025-01-17 01:00:00,2025-01-17 01:00:00,115790.0
Korea,2025-01-17 02:00:00,2025-01-17 02:00:00,102000.0
Korea,2025-01-17 03:00:00,2025-01-17 03:00:00,101750.0
Korea,2025-01-17 04:00:00,2025-01-17 04:00:00,102000.0
Korea,2025-01-17 05:00:00,2025-01-17 05:00:00,106500.0
Korea,2025-01-17 06:00:00,2025-01-17 06:00:00,111060.0
Korea,2025-01-17 07:00:00,2025-01-17 07:00:00,138880.0
Korea,2025-01-17 08:00:00,2025-01-17 08:00:00,142970.0
Korea,2025-01-17 09:00:00,2025-01-17 09:00:00,158680.0
Korea,2025-01-17 10:00:00,2025-01-17 10:00:00,143170.0
Korea,2025-01-17 11:00:00,2025-01-17 11:00:00,145730.0
Korea,2025-01-17 12:00:00,2025-01-17 12:00:00,136230.0
Korea,2025-01-17 13:00:00,2025-01-17 13:00:00,136230.0
Korea,2025-01-17 14:00:00,2025-01-17 14:00:00,138880.0
