Arrival time,private,public,workplace
00:00,0.881798140951342,0.7140941397344777,0.49073851335097424
00:15,0.7352105633962864,0.657100710741585,0.495549675246572
00:30,0.626122133587873,0.5716105672522462,0.5869617512629299
00:45,0.5329424331265199,0.5716105672522462,0.49073851335097424
01:00,0.5033976500534079,0.5330561888158777,0.5244166466201587
01:15,0.48976159632735616,0.4794153144696258,0.44262689439499636
01:30,0.3761278152769255,0.43918465870993695,0.5821505893673322
01:45,0.40908161178155045,0.42409816280005364,0.4618715419773875
02:00,0.29090247948910253,0.3989540029502481,0.4137599230214096
02:15,0.2488579805004432,0.3436368512806759,0.43781573249939865
02:30,0.27726642576305083,0.35537079254391846,0.35121481837863844
02:45,0.23749460239540007,0.27826203567118146,0.3752706278566274
03:00,0.21249517056430534,0.3017299181976666,0.30791436131825833
03:15,0.1659053203336288,0.24808904385141475,0.34640365648304067
03:30,0.14090588850253402,0.2397076572348129,0.29348087563146497
03:45,0.1374968750710211,0.23300254794153147,0.3271590089006495
04:00,0.13295152382900388,0.20618211076840554,0.33678133269184507
04:15,0.1340878616395082,0.17768539627195923,0.3223478470050517
04:30,0.14204222631303834,0.2011532787984444,0.3319701707962473
04:45,0.13067884820799527,0.19612444682848332,0.3752706278566274
05:00,0.1352241994500125,0.19277189218184254,0.2982920375270628
05:15,0.13976955069202973,0.21288722006168698,0.3704594659610296
05:30,0.17272334719665464,0.2296499932948907,0.428193408708203
05:45,0.20681348151178383,0.30340619552098697,0.3704594659610296
06:00,0.2363582645848958,0.35537079254391846,0.47630502766418087
06:15,0.2590850207949819,0.3989540029502481,0.49073851335097424
06:30,0.31022022226767576,0.4911492557328685,0.4666827038729854
06:45,0.3499920456353265,0.49785436502614994,0.6350733702189079
07:00,0.3386286675302834,0.5179696929059944,0.7024296367572769
07:15,0.3897638690029772,0.6403379375083814,0.6687515034880923
07:30,0.39544555805549875,0.7023601984712351,0.8034640365648305
07:45,0.49317060975886917,0.806289392517098,0.7986528746692325
08:00,0.5488511624735802,0.8280809977202628,0.9381765696415684
08:15,0.6579395922819936,0.8297572750435833,1.0055328361799374
08:30,0.6590759300924979,0.8163470564570202,1.0247774837623287
08:45,0.6624849435240108,0.8951320906530776,1.2942025499158045
09:00,0.8579350469307516,0.9772696794957758,1.4962713495309117
09:15,0.8477080066362127,1.0175003352554648,1.4289150829925428
09:30,0.9181609508874798,0.9571543516159313,1.3182583593937935
09:45,0.9102065862139497,1.0342631084886684,1.2364686071686313
10:00,0.996568259812277,1.3024674802199276,1.4241039210969448
10:15,1.1329287970727937,1.2756470430468017,1.351936492662978
10:30,1.0033862866753027,1.2974386482499665,1.3904257878277604
10:45,1.0647485284425355,1.2739707657234813,1.356747654558576
11:00,1.140883161746324,1.354432077242859,1.6646620158768344
11:15,1.1272471080202722,1.2789995976934425,1.4289150829925428
11:30,1.204518079134565,1.3074963121898886,1.4192927592013471
11:45,1.2397445512601988,1.3913101783559072,1.6839066634592252
12:00,1.3511056566896207,1.399691564972509,1.6935289872504211
12:15,1.3511056566896207,1.4935630950784498,1.6021169112340632
12:30,1.419285925319879,1.3946627330025478,1.712773634832812
12:45,1.3238335492375175,1.4382459434088775,1.8186191965359633
13:00,1.4715574646030773,1.5589379106879442,1.6550396920856385
13:15,1.4556487352560168,1.553909078717983,1.756074091893192
13:30,1.4556487352560168,1.5773769612444681,1.6261727207120518
13:45,1.507920274539215,1.553909078717983,1.8571084917007457
14:00,1.519283652644258,1.636046667560681,1.756074091893192
14:15,1.519283652644258,1.6343703902373607,1.7801299013711813
14:30,1.5022385854866935,1.6209601716507978,1.6935289872504211
14:45,1.4533760596350083,1.6829824326136518,1.89078662496993
15:00,1.519283652644258,1.6109025077108756,1.9966321866730814
15:15,1.6726892570623395,1.6729247686737294,1.7512629299975946
15:30,1.6601895411467922,1.5572616333646239,1.6742843396680296
15:45,1.5988272993795596,1.6729247686737294,1.6454173682944433
16:00,1.6101906774846027,1.7165079790800593,1.6261727207120518
16:15,1.7420058635031024,1.7315944749899423,1.5540052922780851
16:30,1.763596281902684,1.6561619954405256,1.8571084917007457
16:45,1.84427626644849,1.63101783559072,1.808996872744768
17:00,1.8045044430808392,1.7198605337267,1.6742843396680296
17:15,1.7920047271652917,1.6209601716507978,1.5299494828000961
17:30,1.722688120724529,1.562290465334585,1.3615588164541736
17:45,1.7010977023249472,1.6779536006436904,1.4818378638441183
18:00,1.8374582395854642,1.6561619954405256,1.4577820543661295
18:15,1.8545033067430285,1.6259890036207592,1.4433485686793361
18:30,1.8317765505329424,1.6863349872602924,1.356747654558576
18:45,1.7238244585350333,1.4667426579053238,1.1450565311522731
19:00,1.6840526351673828,1.4818291538152073,1.2701467404378157
19:15,1.7010977023249472,1.5706718519511869,1.1883569882126532
19:30,1.6942796754619214,1.4382459434088775,1.1354342073610777
19:45,1.6954160132724254,1.31420142148317,1.0680779408227088
20:00,1.6806436217358698,1.349403245272898,0.991099350493144
20:15,1.6510988386627579,1.309172589513209,1.0680779408227088
20:30,1.604508988432081,1.2169773367305887,1.039210969449122
20:45,1.6351901093156973,1.3561083545661794,0.9718547029107529
21:00,1.615872366537124,1.3259353627464128,1.0343998075535241
21:15,1.6226903934001498,1.2555317151669572,0.9333654077459708
21:30,1.574964205358969,1.263913101783559,0.7890305508780371
21:45,1.4886025317606417,1.0962853694515222,0.904498436372384
22:00,1.3874684666257586,1.2236824460238702,0.7553524176088525
22:15,1.426103952182905,1.0577309910151536,0.7505412557132548
22:30,1.2601986318492762,1.1264583612712886,0.7794082270868414
22:45,1.3238335492375175,1.290733538956685,0.7024296367572769
23:00,1.8579123201745416,1.4818291538152073,0.6254510464277123
23:15,1.170427944819436,0.9202762505028833,0.5725282655761366
23:30,0.9329333424240358,0.6956550891779536,0.49073851335097424
23:45,0.7783914001954501,0.6587769880649055,0.45706038008178973
